en,es,en_text_length,en_num_words,en_max_word_length,en_avg_word_length,en_perc_special_chars,es_text_length,es_num_words,es_max_word_length,es_avg_word_length,es_perc_special_chars
So a compromise was reached.,Un compromiso fue alcanzado tan.,28.0,5.0,10.0,4.8,0.03571428571428571,32.0,5.0,10.0,5.6,0.03125
"Spain does this with particular satisfaction, as it was one of the first driving forces in its development during its term on the Security Council in 2003 and 2004, and because it chaired the CTC. Also, the first Executive Director of CTED, Mr. Javier Rupérez, was a Spaniard.","España lo hace con particular satisfacción pues fue uno de los principales impulsores de su gestación durante su pertenencia al Consejo de Seguridad en el período 2003 y 2004 y la Presidencia del Comité contra el Terrorismo desempeñada entonces por España, habiendo sido además un español, Don Javier Rupérez, su primer Director Ejecutivo.",276.0,48.0,13.0,4.770833333333333,0.028985507246376812,339.0,53.0,12.0,5.415094339622642,0.011799410029498525
- Orangutan?,- ¿Orangután?,12.0,2.0,10.0,5.5,0.16666666666666666,13.0,2.0,11.0,6.0,0.15384615384615385
Mr. Steamboat.,Señor Barco de Vapor.,14.0,2.0,10.0,6.5,0.14285714285714285,21.0,4.0,6.0,4.5,0.047619047619047616
Something happened on the trip?,¿Algo pasó en el viaje?,31.0,5.0,9.0,5.4,0.03225806451612903,23.0,5.0,6.0,3.8,0.043478260869565216
I think I speak to you now... maybe I understand better why you come here.,Por eso hablar con usted. Para comprender por qué ha venido.,74.0,15.0,10.0,4.0,0.05405405405405406,60.0,11.0,10.0,4.545454545454546,0.03333333333333333
"Actually, love is a strange thing.","En estos momentos, el amor es algo extraño.",34.0,6.0,9.0,4.833333333333333,0.058823529411764705,43.0,8.0,9.0,4.5,0.046511627906976744
Those men over there will help you Emilka and I are going...,Esos hombres de allí les ayudarán Emilka y yo vamos...,60.0,12.0,8.0,4.083333333333333,0.05,54.0,10.0,8.0,4.5,0.05555555555555555
"WERACEDSEASONSEVENANDWON, BUT WE'RE GROWING APART.",Nosotros competimos en la temporada 7 y ganamos pero nos hemos distanciados.,50.0,5.0,25.0,9.2,0.06,76.0,12.0,13.0,5.416666666666667,0.013157894736842105
What are we gonna do?,¿Qué vamos a hacer?,21.0,5.0,5.0,3.4,0.047619047619047616,19.0,4.0,6.0,4.0,0.05263157894736842
I think maybe we should both go to our rooms.,Pienso que quizá ambos debemos ir a nuestros cuartos.,45.0,10.0,6.0,3.6,0.022222222222222223,53.0,9.0,8.0,5.0,0.018867924528301886
- The plane?,¿ - El avión?,12.0,3.0,6.0,3.3333333333333335,0.16666666666666666,13.0,4.0,6.0,2.5,0.15384615384615385
"No, you don't get to dictate terms.","No, usted no dicta las condiciones.",35.0,7.0,7.0,4.142857142857143,0.08571428571428572,35.0,6.0,12.0,5.0,0.05714285714285714
your patients die!,Tus pacientes mueren.,18.0,3.0,8.0,5.333333333333333,0.05555555555555555,21.0,3.0,9.0,6.333333333333333,0.047619047619047616
"After four years of unremitting efforts to achieve peace, it can be affirmed that the State and society have gained from the process conducted under the leadership of President Andrés Pastrana.","El Programa Presidencial de derechos humanos y derecho internacional humanitario, apoyado en la cooperación internacional, se ocupó del impulso de más de 100 casos adicionales.",193.0,31.0,11.0,5.258064516129032,0.010362694300518135,176.0,25.0,14.0,6.08,0.017045454545454544
celebrating what?,¿Celebrando qué?,17.0,2.0,11.0,8.0,0.058823529411764705,16.0,2.0,11.0,7.5,0.0625
"Well, I'm glad you're home.",Menos mal que llegaste.,27.0,5.0,6.0,4.6,0.14814814814814814,23.0,4.0,9.0,5.0,0.043478260869565216
"Well, you're just not from around here.","No eres de aquí, eso es todo.",39.0,7.0,6.0,4.714285714285714,0.07692307692307693,29.0,7.0,5.0,3.2857142857142856,0.06896551724137931
The initial estimate for crop 2009-10 is of 800.000 tons.,La estimación inicial de la nueva cosecha 2009-10 es de 800.000 toneladas.,57.0,10.0,8.0,4.8,0.05263157894736842,74.0,12.0,10.0,5.25,0.04054054054054054
Our surroundings blend into the dust.,Todo está nublado de polvo.,37.0,6.0,12.0,5.333333333333333,0.02702702702702703,27.0,5.0,7.0,4.6,0.037037037037037035
"Oh, my God.","Oh, mi Dios.",11.0,3.0,4.0,3.0,0.18181818181818182,12.0,3.0,5.0,3.3333333333333335,0.16666666666666666
So no visual confirmation?,¿Entonces no hay confirmación visual?,26.0,4.0,13.0,5.75,0.038461538461538464,37.0,5.0,12.0,6.6,0.02702702702702703
"- I'm sure that's the answer, you wanted to hear, Mr. Smith.","- Estoy seguro de que es la respuesta, que quería escuchar, el Sr. Smith.",60.0,12.0,7.0,4.083333333333333,0.11666666666666667,73.0,14.0,10.0,4.285714285714286,0.0684931506849315
Knowing that these young men that I handcuff and punish.,Sabiendo que estos jóvenes que me esposan y castigan.,56.0,10.0,8.0,4.7,0.017857142857142856,53.0,9.0,9.0,5.0,0.018867924528301886
"1 All the congregation of the children of Israel traveled from the wilderness of Sin, by their journeys, according to Yahweh's commandment, and encamped in Rephidim; but there was no water for the people to drink. 2 Therefore the people quarreled(Hebrew: rib) with Moses, and said, ""Give us water to drink.""","1Y toda la congregación de los hijos de Israel partió del desierto de Sin, por sus jornadas, al mandamiento de Jehová, y asentaron el campo en Rephidim: y no había agua para que el pueblo bebiese.",307.0,51.0,17.0,5.03921568627451,0.04560260586319218,196.0,36.0,12.0,4.472222222222222,0.025510204081632654
"She was in my office yesterday, just a wreck.",Estuvo ayer en mi consulta y estaba fatal,45.0,9.0,10.0,4.111111111111111,0.044444444444444446,41.0,8.0,8.0,4.25,0.0
"Right at the very start, I would like to say that I regard the removal of the arms embargo as neither advisable nor wise.",De entrada quisiera decir que considero que el levantamiento del embargo de armas no es aconsejable ni acertado.,121.0,24.0,9.0,4.083333333333333,0.01652892561983471,112.0,18.0,13.0,5.277777777777778,0.008928571428571428
"A presentation given on behalf of the Disaster Management Support Group of CEOS provided a framework for understanding user requirements (in terms of spatial, spectral and temporal resolution of satellite imagery) and the current capacity of the existing Earth observation satellites to meet those requirements in the following hazard areas: earthquake, fire, flood, landslide, oil spill, sea ice and volcanic activity (http://disaster.ceos.org).","Una ponencia presentada en nombre del Grupo de Apoyo para la Gestión de Desastres del CEOS proporcionó un marco para comprender las necesidades de los usuarios (en términos de resoluciones espaciales, espectrales y temporales de las imágenes satelitales) y las capacidades actuales de los satélites existentes de observación de la Tierra para satisfacer esas necesidades en las siguientes esferas de riesgo: terremotos, incendios, inundaciones, deslizamientos de tierra, derrames de petróleo, hielos marítimos y actividad volcánica (http://disaster.ceos.org).",446.0,62.0,27.0,6.209677419354839,0.03811659192825112,559.0,76.0,27.0,6.368421052631579,0.03041144901610018
Both the concept and the terminology also vary from one scholarly discipline to another.,Tanto el concepto como la terminología varían según sea la disciplina académica de que se trate.,88.0,14.0,11.0,5.357142857142857,0.011363636363636364,96.0,16.0,12.0,5.0625,0.010416666666666666
- I'll set a meeting for the morning.,Lo citaré para mañana.,37.0,8.0,8.0,3.75,0.08108108108108109,22.0,4.0,7.0,4.75,0.045454545454545456
"The invitation to tender shall cover a maximum of 169109 tonnes of common wheat for export to third countries with the exception of Albania, Bosnia and Herzegovina, Bulgaria, Croatia, the former Yugoslav Republic of Macedonia, Liechtenstein, Romania, Serbia and Montenegro and Switzerland.Article 2","La licitación se referirá a una cantidad máxima de 169109 toneladas de trigo blando que habrán de exportarse a terceros países, excepto Albania, la Antigua República Yugoslava de Macedonia, Bosnia y Herzegovina, Bulgaria, Croacia, Liechtenstein, Rumanía, Serbia y Montenegro y Suiza.Artículo 2",298.0,43.0,19.0,5.953488372093023,0.026845637583892617,293.0,42.0,14.0,6.0,0.030716723549488054
She's having sex.,Está teniendo sexo?,17.0,3.0,6.0,5.0,0.11764705882352941,19.0,3.0,8.0,5.666666666666667,0.05263157894736842
"Good night, Seth.","Buenas noches, Seth.",17.0,3.0,6.0,5.0,0.11764705882352941,20.0,3.0,7.0,6.0,0.1
"The proposed requirements for 2007/08 also reflected the proposal to establish 79 posts, of which 23 were to be covered by resources for general temporary assistance, in order to strengthen the mission's capacity in civil affairs, public information, the rule of law, administration and logistics with a view to fulfilling the mandate established by the Security Council in its resolution 1739 (2007).","Asimismo, en las necesidades de recursos previstas para el período 2007/2008 se incluye la propuesta de crear 79 puestos, 23 de los cuales se financiarán con recursos destinados a personal temporario general, a fin de reforzar la capacidad de la misión en asuntos civiles, información pública, estado de derecho, administración y logística para que cumpla el mandato que le ha encomendado el Consejo de Seguridad en su resolución 1739 (2007).",401.0,62.0,14.0,5.483870967741935,0.02493765586034913,442.0,70.0,14.0,5.328571428571428,0.02262443438914027
We will call you every 2 hours.,Los llamaremos cada 2 horas.,31.0,7.0,6.0,3.5714285714285716,0.03225806451612903,28.0,5.0,10.0,4.8,0.03571428571428571
It is true that recently the Organization's capacity and credibility have been seriously undermined.,Es cierto que la capacidad y el prestigio de esta Organización mundial se han visto muy mermados últimamente.,100.0,14.0,14.0,6.214285714285714,0.02,109.0,18.0,12.0,5.111111111111111,0.009174311926605505
Have you been there before?,¿Has estado allí antes?,27.0,5.0,7.0,4.6,0.037037037037037035,23.0,4.0,6.0,5.0,0.043478260869565216
You new men and your chat-up lines!,¡Hombres nuevos y sus frases para conquistar!,35.0,7.0,7.0,4.142857142857143,0.05714285714285714,45.0,7.0,11.0,5.571428571428571,0.022222222222222223
Rude would have been to publicly question why a physician halfway through her pregnancy thinks it's appropriate to be lifting patients.,Grosero habría sido preguntar públicamente por qué una médica en mitad de su embarazo cree apropiado levantar pacientes.,135.0,21.0,11.0,5.476190476190476,0.014814814814814815,120.0,18.0,12.0,5.722222222222222,0.008333333333333333
The Death Star construction...,- La construccion...,30.0,4.0,15.0,6.75,0.1,20.0,3.0,15.0,6.0,0.2
The money derived from fines shall be used for the preventive activities referred to in Article 5 of this Law.,Los dineros provenientes de estas multas se destinarán a las acciones preventivas señaladas en el artículo 5º de esta Ley.,110.0,20.0,10.0,4.55,0.00909090909090909,122.0,20.0,12.0,5.15,0.00819672131147541
"My grandma told me how in love my mom and dad were, but I don't remember that.",Mi abuela me contaba cuan enamorados estaban mamá y papá. No recuerdo eso.,78.0,17.0,8.0,3.6470588235294117,0.038461538461538464,74.0,13.0,10.0,4.769230769230769,0.02702702702702703
They can restrict a man's ability to adjust his vision to the dark.,Limitan la capacidad de adaptarse a la oscuridad.,67.0,13.0,8.0,4.230769230769231,0.029850746268656716,49.0,8.0,10.0,5.25,0.02040816326530612
Turning all kinds of heads.,Torciendo toda clase de cabezas.,27.0,5.0,7.0,4.6,0.037037037037037035,32.0,5.0,9.0,5.6,0.03125
This can't be happening again.,Esto no puede estar pasando otra vez.,30.0,5.0,9.0,5.2,0.06666666666666667,37.0,7.0,7.0,4.428571428571429,0.02702702702702703
"In Brazil, a special survey for products was conducted in 2001 of companies with 20 or more employees for some modern (information sector) as well as traditional (transport activities) economic sectors of the economy.",En el Brasil se llevó a cabo en 2001 un estudio especial de productos en empresas con 20 empleados o más de algunos sectores económicos modernos (sector de la información) y tradicionales (actividades de transporte).,217.0,34.0,12.0,5.411764705882353,0.027649769585253458,216.0,35.0,13.0,5.2,0.023148148148148147
Organization of the website,Clasificación por contenidos de la página web,27.0,4.0,12.0,6.0,0.0,45.0,7.0,13.0,5.571428571428571,0.0
We got to write 'em down every two hours to see how long they been here.,"Sí, tenemos que pasar lista cada 2 horas para ver cuánto tiempo llevan aquí y le sorprendería a las personas que quieren engañarme por un par de pagos diciendo que perdieron el ticket.",72.0,16.0,5.0,3.5625,0.027777777777777776,184.0,33.0,12.0,4.606060606060606,0.010869565217391304
"You won't look at my friend like that again, will you?","¿No se te ocurrirá mirar así a ninguna de mis amigas, verdad?",54.0,11.0,6.0,4.0,0.05555555555555555,61.0,12.0,8.0,4.166666666666667,0.03278688524590164
It's not happening. Don't worry about it.,Ella no está involucrada.Esto no está pasando.,41.0,7.0,10.0,5.0,0.0975609756097561,46.0,7.0,16.0,5.714285714285714,0.043478260869565216
"Among the limitations hampering progress, apart from the scant budget, are the various delays in the transfer of funds by the State and the little or no sensitivity existing in the various State institutions to support action by them on behalf of women's human rights.","Entre las limitaciones con las que se cuenta, además del escaso presupuesto fiscal, son los diferentes retrasos en las transferencias de fondos por parte del Estado, así también, la nula o paca sensibilidad que existen en los diferentes instituciones del Estado para apoyar las gestiones de la institución en pro de los derechos humanos de las mujeres.",268.0,45.0,12.0,4.977777777777778,0.014925373134328358,352.0,57.0,14.0,5.192982456140351,0.014204545454545454
List of Spanish players for the 2010 World Cup:,Lista de Jugadores que serán convocados selección española para el mundial Sudáfrica 2010:,47.0,9.0,7.0,4.333333333333333,0.02127659574468085,90.0,13.0,10.0,6.0,0.011111111111111112
Which I think you now cancel.,"Sí, tengo una reunión con el Senador Finch.",29.0,6.0,7.0,4.0,0.034482758620689655,43.0,8.0,7.0,4.5,0.046511627906976744
How dumb can you be?,Que tan tonto puedes ser?,20.0,5.0,4.0,3.2,0.05,25.0,5.0,6.0,4.2,0.04
- There's more at stake here than you could possibly imagine.,- Hay más cosas en juego de las que puedas imaginar.,61.0,11.0,8.0,4.636363636363637,0.04918032786885246,52.0,11.0,9.0,3.8181818181818183,0.038461538461538464
"G. Other: I. Conuining no milkfats or containing less than 1,5% by weight of such fats: a) Conuining no suaose or containing less than 5 % by weight of suaose (induding inven sugar expressed as suaose):","I. que no contengan materias grasas procedentes de la leche o que las contengan en cantidad inferior al 1,5% en peso: a) que no contengan sacarosa o que la contengan en cantidad inferior al 5 % en peso (induido d azúcar invertido, calculado en sacarosa):",202.0,36.0,10.0,4.638888888888889,0.054455445544554455,254.0,45.0,11.0,4.666666666666667,0.03937007874015748
