en,de,domain
"That assessment report concludes that no reasons have emerged on the basis of which consent for the placing on the market of MON 863 maize as well as MON 863 × MON 810 maize should be withheld, if specific conditions are fulfilled.","Dieser Bewertungsbericht kommt zu dem Ergebnis, dass keine Gründe festgestellt werden konnten, weshalb die Zustimmung für das Inverkehrbringen von MON 863-Mais sowie des Hybridmaises MON 863 × MON 810 nicht erteilt werden sollte, sofern bestimmte Auflagen erfüllt werden.",law
(45) Agricultural activity in the Azores is highly dependent on milk production.,(45) Die Agrarwirtschaft auf den Azoren ist in starkem Maße von der Milchproduktion abhängig.,law
"The use of the apparatus ""Ultrasound-Scanner SSD 256"" as a reference system for assessing the lean meat content can thus be replaced by the use of the apparatus ""Ultrasonic Scanner GE Logiq 200pro"".","Somit kann anstelle des Geräts ""Ultrasound-Scanner (SSD 256)"" als Referenzsystem für die Schätzung des Muskelfleischanteils der Schlachtkörper das Gerät ""Ultrasonic Scanner GE Logiq 200pro"" verwendet werden.",law
"In order to ensure the efficient operation of the Agreement on mutual recognition between the European Community and Japan(1) (hereinafter referred to as the ""Agreement"") it is necessary to amend Decision 2001/747/EC(2) in order to empower the Commission to take all necessary measures for the operation of the Agreement,","Im Hinblick auf eine effiziente Durchführung des Abkommens zwischen der Europäischen Gemeinschaft und Japan über die gegenseitige Anerkennung(1) (im Folgenden ""Abkommen"" genannt) ist es erforderlich, den Beschluss 2001/747/EG(2) zu ändern, damit die Kommission ermächtigt wird, alle erforderlichen Maßnahmen für die Durchführung des Abkommens zu ergreifen -",law
The parties who so requested were also granted an opportunity to be heard orally.,Auf Antrag wurde den Parteien auch Gelegenheit zu einer Anhörung gegeben.,law
2. Regulation (EEC) No 2137/93 is hereby repealed.,(2) Die Verordnung (EWG) Nr. 2137/93 wird aufgehoben.,law
5. Sampling shall take place in the same places and the sampling procedures shall be the same on each occasion.',"(5) Die Probenahme muß stets an den gleichen Orten und nach dem gleichen Verfahren vorgenommen werden.""",law
"1. Where the procedure laid down in this Article is to be followed, the chairman shall refer the matter without delay to the Standing Veterinary Committee set up by Directive 68/361/EEC (6), hereinafter referred to as the 'Committee', either on his own initiative or at the request of the representative of a Member State.","(1) Wird auf das in diesem Artikel festgelegte Verfahren Bezug genommen, so befasst der Vorsitzende des mit Beschluß 68/361/EWG des Rates (5) eingesetzten Ständigen Veterinärausschusses, im folgenden ""Ausschuß"" genannt, diesen Ausschuß unverzueglich von sich aus oder auf Antrag des Vertreters eines Mitgliedstaats.",law
"1. The Member States shall authorise the entry and residence, pursuant to this Directive and subject to compliance with the conditions laid down in Chapter IV, as well as in Article 16, of the following family members:",(1) Vorbehaltlich der in Kapitel IV sowie in Artikel 16 genannten Bedingungen gestatten die Mitgliedstaaten gemäß dieser Richtlinie folgenden Familienangehörigen die Einreise und den Aufenthalt:,law
"(b) either continuous drinking troughs providing 2,5 cm per hen or circular drinking troughs providing 1 cm per hen.","b) entweder Rinnentränken von mindestens 2,5 cm Länge für jede Henne oder Rundtränken von mindestens 1 cm Länge für jede Henne.",law
"(4) To ensure the uniform application of the monitoring programme, it is necessary to clarify under Annex III, Chapter A.I.2, the definition of animals the slaughter of which was deferred due to a suspected disease or disorder of their general conditions.","(4) Damit die einheitliche Anwendung des Überwachungsprogramms gewährleistet ist, ist in Anhang III, Kapitel A.I.2 die Definition der Tiere zu klären, deren Schlachtung aufgrund des Verdachts auf eine Krankheit oder Störung ihres Allgemeinzustandes aufgeschoben wurde.",law
"The existence of this alleged producer in the Philippines was only brought to the attention of the Commission at an extremely late stage of the investigation and could not, therefore, be considered without significantly impeding the investigation.","Die Kommission erfuhr jedoch von der Existenz dieses Herstellers erst in einer sehr späten Phase der Untersuchung, und sie hätte ihn nicht ohne erhebliche Verzögerung der Untersuchung berücksichtigen können.",law
"Whereas the harmonized requirements are intended principally to ensure safety at work and safety on the road throughout the Community; whereas, for this reason, it is necessary to introduce the obligation for tractors covered by this Directive to be fitted with roll-over protection structures;","Hauptzweck der harmonisierten Vorschriften ist es , die Sicherheit am Arbeitsplatz und die Sicherheit im Strassenverkehr im gesamten Gebiet der Gemeinschaft zu gewährleisten . Hierzu ist es angebracht , für die unter diese Richtlinie fallenden Zugmaschinen die Ausrüstung mit einer Umsturzschutzvorrichtung zwingend vorzuschreiben .",law
3. Member States may determine sanctions applicable to serious breaching of the rules of the accommodation centres as well as to seriously violent behaviour.,(3) Die Mitgliedstaaten können Sanktionen für grobe Verstöße gegen die Vorschriften der Unterbringungszentren und grob gewalttätiges Verhalten festlegen.,law
7. The customs office of exit may ask the exporter to provide evidence that the goods have left the customs territory of the Community.,"(7) Die Ausfuhrzollstelle kann vom Ausführer verlangen, ihr den Nachweis des Ausgangs der Waren aus dem Zollgebiet der Gemeinschaft vorzulegen.",law
General principles and definitions,Allgemeine Grundsätze und Definitionen,law
2. The net weight of the potatoes shall be determined by one of the methods described in Annex I of Regulation (EC) No 2235/2003.,(2) Das Nettogewicht der Kartoffeln wird nach einer der in Anhang I der Verordnung 2235/2003 beschriebenen Methoden bestimmt.,law
"(h) international agreements concluded in accordance with Article 24 of the Treaty on European Union, unless the Council decides otherwise on the grounds of Articles 4 and 9 of Regulation (EC) No 1049/2001 of the European Parliament and of the Council of 30 May 2001 regarding public access to European Parliament, Council and Commission documents(9).","h) gemäß Artikel 24 des Vertrags über die Europäische Union geschlossene Übereinkünfte, sofern der Rat nicht aufgrund der Artikel 4 und 9 der Verordnung (EG) Nr. 1049/2001 des Europäischen Parlaments und des Rates vom 30. Mai 2001 über den Zugang der Öffentlichkeit zu den Dokumenten des Europäischen Parlaments, des Rates und der Kommission(9) etwas anderes beschließt.",law
"other measures, such as appropriate treatment techniques, are taken to change the nature or properties of the water before it is supplied so as to reduce or eliminate the risk of the water not complying with the parametric values after supply;","daß andere Maßnahmen, wie geeignete Aufbereitungstechniken, ergriffen werden, um die Beschaffenheit oder Eigenschaften des Wassers vor seiner Bereitstellung so zu verändern, daß das Risiko der Nichteinhaltung der Parameterwerte durch das Wasser nach seiner Bereitstellung verringert oder ausgeschaltet wird,",law
(a) have been declared in accordance with Article 1 for the harvest in question;,"a) für die betreffende Ernte gemäß Artikel 1 gemeldet worden sind,",law
10. The Annex to Regulation (EC) No 2603/97 is replaced by the Annexes to this Regulation.,10. Der Anhang der Verordnung (EG) Nr. 2603/97 wird durch die Anhänge dieser Verordnung ersetzt.,law
The risk assessments on pentaBDE and octaBDE identified a need for reducing risks from these substances to the environment.,"Diese Bewertungen von PentaBDE und von OctaBDE ergaben, dass es erforderlich ist, die von diesen Stoffen ausgehende Gefährdung der Umwelt einzudämmen.",law
(notified under document number C(2003) 143),(Bekannt gegeben unter Aktenzeichen K(2003) 143),law
"- the name and address of the exporter, the importer, the distributor and, if known the ultimate consignee.","- Name und Anschrift des Ausführers, des Einführers, des Händlers und, soweit bekannt, des Endempfängers.",law
"- I.P./D. goods,","- I.P./D. goods,",law
The award shall be notified to the parties forthwith.,Der Schiedsspruch wird den Parteien sofort zugestellt .,law
Europass documents,Europass-Dokumente,law
1. Member States shall prohibit the import of hot chilli and hot chilli products defined in Article 1 unless an analytical report accompanying the consignment demonstrates that the product does not contain Sudan red 1 (CAS Nr 842-07-09).,"(1) Die Mitgliedstaaten verbieten die Einfuhr von scharfen Chilis und scharfen Chilierzeugnissen gemäß Artikel 1, sofern nicht mit einem die Sendung begleitenden Analysebericht nachgewiesen wird, dass das Erzeugnis kein Sudanrot I (CAS-Nr. 842-07-09) enthält.",law
"(98) As the examination of the above arguments submitted by the user companies does not lead to new conclusions, the considerations of recitals 109 and 111 of the provisional Regulation on the likely impact of the proposed measures on the users is hereby confirmed.","(98) Da die Prüfung der vorgenannten Argumente der Verwender nicht zu neuen Schlussfolgerungen geführt hat, werden die Feststellungen unter den Randnummern 109 und 111 der vorläufigen Verordnung zu den wahrscheinlichen Auswirkungen der vorgeschlagenen Maßnahmen auf die Verwender bestätigt.",law
The systems for managing assets belonging to the Communities shall be capable of providing all the data necessary for the identification of each item.,"Die Systeme für die Verwaltung der zum Gemeinschaftsvermögen gehörenden Gegenstände müssen alle Daten liefern, die für die Identifizierung jedes einzelnen Vermögensgegenstandes erforderlich sind.",law
"The measures referred to in Article 23, the rules for their implementation and the level of financial contribution by the Community shall be decided upon in accordance with the procedure laid down in Article 41.","Die Maßnahmen gemäß Artikel 24, die entsprechenden Durchführungsvorschriften sowie die Höhe der finanziellen Beteiligung der Gemeinschaft werden nach dem Verfahren des Artikels 41 festgelegt.",law
5. in Article 19(1):,5. Artikel 19 Absatz 1 wird wie folgt geändert:,law
This limit value is defined as the sum of the concentrations of the individual dioxins and furans evaluated in accordance with Annex I.,"Dieser Grenzwert ist definiert als die Summe der Konzentrationen aller einzelnen Dioxine und Furane, die im Einklang mit Anhang I ermittelt werden.",law
concerning the conclusion of the Agreement amending the Agreement relating to scientific and technical cooperation between the European Community and Australia,über den Abschluß des Abkommens zur Änderung des Abkommens zwischen der Europäischen Gemeinschaft und Australien über die wissenschaftlich-technische Zusammenarbeit,law
"(244) In this connection, the French authorities submitted several instruments [71] which, in their view, confirm that the task entrusted to CELF was a service of general economic interest.","(244) Hierzu haben die französischen Behörden mehrere Texte übermittelt [71], aus denen nach ihrem Dafürhalten hervorgeht, dass es sich bei der Aufgabe, die der CELF übertragen wurde, um eine Dienstleistung von allgemeinem wirtschaftlichen Interesse handelt.",law
"3. for at least seven days prior to the date of movement, and subjected during that period to a BTV isolation test or polymerase chain reaction test, with negative results and that test was carried out on blood samples taken at least seven days after the date of the start of the period of protection from vector attack; and","3. mindestens sieben Tage vor der Verbringung vor Kulikoiden-Angriffen geschützt und während dieses Zeitraums mit negativem Befund einem BT-Virusisolationstest oder einem Polymerase-Kettenreaktionstest unterzogen worden sein, wobei die Untersuchung an Blutproben durchgeführt wurde, die mindestens sieben Tage nach Beginn des Zeitraums des Schutzes vor dem Vektorangriff genommen wurden, und",law
